step,loss
1512.0,0.0318
1513.0,0.0304
1514.0,0.0338
1515.0,0.0395
1516.0,0.0377
1517.0,0.0317
1518.0,0.0429
1519.0,0.0279
1520.0,0.0374
1521.0,0.047
1522.0,0.0362
1523.0,0.0484
1524.0,0.0524
1525.0,0.0471
1526.0,0.0321
1527.0,0.0256
1528.0,0.0427
1529.0,0.0283
1530.0,0.0341
1531.0,0.0237
1532.0,0.0333
1533.0,0.0289
1534.0,0.0392
1535.0,0.0328
1536.0,0.0333
1537.0,0.031
1538.0,0.0442
1539.0,0.0236
1540.0,0.0355
1541.0,0.0324
1542.0,0.0542
1543.0,0.0489
1544.0,0.0386
1545.0,0.0334
1546.0,0.0243
1547.0,0.0394
1548.0,0.0405
1549.0,0.0333
1550.0,0.0442
1551.0,0.0229
1552.0,0.0318
1553.0,0.0473
1554.0,0.0445
1555.0,0.0301
1556.0,0.0465
1557.0,0.0369
1558.0,0.0391
1559.0,0.0316
1560.0,0.0297
1561.0,0.0375
1562.0,0.0263
1563.0,0.0312
1564.0,0.0307
1565.0,0.03
1566.0,0.0365
1567.0,0.0351
1568.0,0.0319
1569.0,0.0336
1570.0,0.0306
1571.0,0.0409
1572.0,0.0355
1573.0,0.0255
1574.0,0.0285
1575.0,0.0431
1576.0,0.0389
1577.0,0.0403
1578.0,0.0375
1579.0,0.049
1580.0,0.0415
1581.0,0.027
1582.0,0.0373
1583.0,0.0337
1584.0,0.031
1585.0,0.0438
1586.0,0.0277
1587.0,0.0245
1588.0,0.026
1589.0,0.03
1590.0,0.0331
1591.0,0.0277
1592.0,0.0336
1593.0,0.0344
1594.0,0.0352
1595.0,0.0277
1596.0,0.0331
1597.0,0.0345
1598.0,0.0289
1599.0,0.0308
1600.0,0.0313
1601.0,0.0309
1602.0,0.0357
1603.0,0.0353
1604.0,0.034
1605.0,0.0252
1606.0,0.0267
1607.0,0.0334
1608.0,0.0333
1609.0,0.0309
1610.0,0.0273
1611.0,0.0375
1612.0,0.0289
1613.0,0.0414
1614.0,0.0314
1615.0,0.0311
1616.0,0.0317
1617.0,0.0339
1618.0,0.0378
1619.0,0.04
1620.0,0.0368
1621.0,0.0375
1622.0,0.0336
1623.0,0.0248
1624.0,0.0312
1625.0,0.0327
1626.0,0.0274
1627.0,0.0234
1628.0,0.0252
1629.0,0.0234
1630.0,0.0342
1631.0,0.04
1632.0,0.0294
1633.0,0.0323
1634.0,0.0345
1635.0,0.0437
1636.0,0.0388
1637.0,0.0253
1638.0,0.0259
1639.0,0.0366
1640.0,0.0462
1641.0,0.0294
1642.0,0.0375
1643.0,0.0394
1644.0,0.0294
1645.0,0.0395
1646.0,0.0356
1647.0,0.0366
1648.0,0.0464
1649.0,0.0335
1650.0,0.0466
1651.0,0.0247
1652.0,0.0265
1653.0,0.0317
1654.0,0.026
1655.0,0.0303
1656.0,0.0253
1657.0,0.0324
1658.0,0.0304
1659.0,0.0334
1660.0,0.0501
1661.0,0.0316
1662.0,0.0352
1663.0,0.0332
1664.0,0.0432
1665.0,0.0516
1666.0,0.035
1667.0,0.0396
1668.0,0.0296
1669.0,0.0273
1670.0,0.0257
1671.0,0.0397
1672.0,0.0324
1673.0,0.0449
1674.0,0.0461
1675.0,0.0248
1676.0,0.0324
1677.0,0.0395
1678.0,0.0348
1679.0,0.0297
1680.0,0.032
1681.0,0.0337
1682.0,0.0263
1683.0,0.03
1684.0,0.0293
1685.0,0.0408
1686.0,0.038
1687.0,0.032
1688.0,0.0303
1689.0,0.0323
1690.0,0.0394
1691.0,0.0408
1692.0,0.0371
1693.0,0.0398
1694.0,0.0308
1695.0,0.0408
1696.0,0.0299
1697.0,0.0328
1698.0,0.0246
1699.0,0.023
1700.0,0.0244
1701.0,0.0317
1702.0,0.0314
1703.0,0.0347
1704.0,0.0351
1705.0,0.0351
1706.0,0.0265
1707.0,0.0225
1708.0,0.0267
1709.0,0.0317
1710.0,0.0397
1711.0,0.0378
1712.0,0.0281
1713.0,0.0419
1714.0,0.0293
1715.0,0.0343
1716.0,0.0327
1717.0,0.0215
1718.0,0.0348
1719.0,0.033
1720.0,0.0357
1721.0,0.0436
1722.0,0.0332
1723.0,0.0325
1724.0,0.0383
1725.0,0.0271
1726.0,0.0408
1727.0,0.0261
1728.0,0.036
1729.0,0.0325
1730.0,0.0272
1731.0,0.036
1732.0,0.038
1733.0,0.0286
1734.0,0.0444
1735.0,0.0295
1736.0,0.0359
1737.0,0.0308
1738.0,0.0465
1739.0,0.0351
1740.0,0.0491
1741.0,0.0323
1742.0,0.0286
1743.0,0.0448
1744.0,0.0293
1745.0,0.0422
1746.0,0.0401
1747.0,0.0263
1748.0,0.0313
1749.0,0.033
1750.0,0.0319
1751.0,0.0383
1752.0,0.0273
1753.0,0.029
1754.0,0.0293
1755.0,0.0354
1756.0,0.0316
1757.0,0.0371
1758.0,0.0344
1759.0,0.0333
1760.0,0.0297
1761.0,0.0276
1762.0,0.025
1763.0,0.0293
1764.0,0.052
1765.0,0.0306
1766.0,0.0445
1767.0,0.0408
1768.0,0.0358
1769.0,0.0331
1770.0,0.0371
1771.0,0.0373
1772.0,0.0328
1773.0,0.0432
1774.0,0.0311
1775.0,0.0338
1776.0,0.0351
1777.0,0.0363
1778.0,0.0283
1779.0,0.024
1780.0,0.0463
1781.0,0.0345
1782.0,0.0368
1783.0,0.0257
1784.0,0.0348
1785.0,0.0367
1786.0,0.0285
1787.0,0.04
1788.0,0.0427
1789.0,0.0447
1790.0,0.0286
1791.0,0.0232
1792.0,0.04
1793.0,0.0278
1794.0,0.0357
1795.0,0.0333
1796.0,0.0326
1797.0,0.0339
1798.0,0.0375
1799.0,0.0305
1800.0,0.0241
1801.0,0.0295
1802.0,0.0223
1803.0,0.0387
1804.0,0.0416
1805.0,0.0346
1806.0,0.0312
1807.0,0.0262
1808.0,0.0374
1809.0,0.0386
1810.0,0.0321
1811.0,0.0416
1812.0,0.0309
1813.0,0.0332
1814.0,0.035
1815.0,0.0337
1816.0,0.0402
1817.0,0.0334
1818.0,0.0242
1819.0,0.0432
1820.0,0.0494
1821.0,0.0366
1822.0,0.0276
1823.0,0.0368
1824.0,0.0345
1825.0,0.041
1826.0,0.0407
1827.0,0.0382
1828.0,0.028
1829.0,0.0442
1830.0,0.0508
1831.0,0.0342
1832.0,0.0312
1833.0,0.0467
1834.0,0.0358
1835.0,0.0332
1836.0,0.0368
1837.0,0.0301
1838.0,0.032
1839.0,0.0347
1840.0,0.0347
1841.0,0.0246
1842.0,0.0408
1843.0,0.0303
1844.0,0.0281
1845.0,0.0283
1846.0,0.028
1847.0,0.0416
1848.0,0.0253
1849.0,0.0191
1850.0,0.0375
1851.0,0.0343
1852.0,0.0269
1853.0,0.0334
1854.0,0.0283
1855.0,0.037
1856.0,0.0293
1857.0,0.029
1858.0,0.0339
1859.0,0.0323
1860.0,0.0372
1861.0,0.0335
1862.0,0.03
1863.0,0.0311
1864.0,0.0272
1865.0,0.0328
1866.0,0.0345
1867.0,0.0358
1868.0,0.0246
1869.0,0.0314
1870.0,0.0372
1871.0,0.0333
1872.0,0.0233
1873.0,0.0281
1874.0,0.0297
1875.0,0.0368
1876.0,0.0323
1877.0,0.0341
1878.0,0.0306
1879.0,0.0271
1880.0,0.0362
1881.0,0.0249
1882.0,0.0266
1883.0,0.0278
1884.0,0.0325
1885.0,0.0326
1886.0,0.0291
1887.0,0.0266
1888.0,0.0312
1889.0,0.0348
1890.0,0.0311
1891.0,0.0247
1892.0,0.0295
1893.0,0.0348
1894.0,0.0344
1895.0,0.0264
1896.0,0.0301
1897.0,0.0276
1898.0,0.0272
1899.0,0.0338
1900.0,0.0357
1901.0,0.0251
1902.0,0.0423
1903.0,0.0445
1904.0,0.0449
1905.0,0.0389
1906.0,0.0271
1907.0,0.0333
1908.0,0.0379
1909.0,0.0411
1910.0,0.0313
1911.0,0.0276
1912.0,0.042
1913.0,0.0298
1914.0,0.0344
1915.0,0.033
1916.0,0.0297
1917.0,0.0251
1918.0,0.0241
1919.0,0.0394
1920.0,0.0259
1921.0,0.0441
1922.0,0.032
1923.0,0.0355
1924.0,0.0367
1925.0,0.0341
1926.0,0.04
1927.0,0.0288
1928.0,0.0298
1929.0,0.0475
1930.0,0.0329
1931.0,0.0445
1932.0,0.0301
1933.0,0.0299
1934.0,0.0245
1935.0,0.0306
1936.0,0.0251
1937.0,0.038
1938.0,0.0284
1939.0,0.033
1940.0,0.0385
1941.0,0.0382
1942.0,0.028
1943.0,0.0394
1944.0,0.026
1945.0,0.0351
1946.0,0.0313
1947.0,0.021
1948.0,0.0329
1949.0,0.0422
1950.0,0.033
1951.0,0.0251
1952.0,0.0255
1953.0,0.0318
1954.0,0.0292
1955.0,0.0305
1956.0,0.0315
1957.0,0.0303
1958.0,0.031
1959.0,0.0303
1960.0,0.0355
1961.0,0.0283
1962.0,0.0432
1963.0,0.0341
1964.0,0.029
1965.0,0.0287
1966.0,0.032
1967.0,0.0319
1968.0,0.033
1969.0,0.0315
1970.0,0.0331
1971.0,0.0325
1972.0,0.0357
1973.0,0.0327
1974.0,0.0259
1975.0,0.0371
1976.0,0.0273
1977.0,0.0311
1978.0,0.0403
1979.0,0.0324
1980.0,0.0336
1981.0,0.0399
1982.0,0.0389
1983.0,0.0321
1984.0,0.0288
1985.0,0.0448
1986.0,0.035
1987.0,0.0472
1988.0,0.0306
1989.0,0.0435
1990.0,0.0476
1991.0,0.0286
1992.0,0.0359
1993.0,0.0454
1994.0,0.0243
1995.0,0.0202
1996.0,0.0308
1997.0,0.0252
1998.0,0.0292
1999.0,0.0331
